id,url,headline,author,date
0,https://www.theverge.com/2023/3/30/23660187/marshall-zound-merger-acquisition-bluetooth-headphones-speakers-amps,"Marshall, the iconic amp manufacturer, is being acquired by Marshall speaker maker Zound",Jon Porter,2023-03-30
1,https://www.theverge.com/23660809/wordle-new-york-times-interview-zoe-bell-gdc-2023,How Wordle lives on at The New York Times,Shannon Liao,2023-03-29
2,https://www.theverge.com/23658631/kitchen-cooking-coffee-gadgets-favorite-tech,The Verges 13 favorite kitchen tools,Verge Staff,2023-03-29
3,https://www.theverge.com/2023/3/29/23661826/disney-fired-isaac-perlmutter-marvel,Disney just laid off the guy it bought Marvel from... but thats probably a good thing,Emma Roth,2023-03-29
4,https://www.theverge.com/2023/3/29/23661484/lamborghini-revuelto-plug-in-hybrid-aventador,Lamborghinis first plug-in hypercar is the Aventador-replacing Revuelto,Andrew J. Hawkins,2023-03-29
5,https://www.theverge.com/2023/3/29/23661352/last-of-us-part-i-pc-launch-bugs-issues,The Last of Us on PC is a rare disappointing PlayStation port at launch,Tom Warren,2023-03-29
6,https://www.theverge.com/2023/3/30/23662873/roku-layoffs-2023-200-employees,Roku is laying off another six percent of its workforce,Jon Porter,2023-03-30
7,https://www.theverge.com/2023/3/30/23662832/twitter-api-tiers-free-bot-novelty-accounts-basic-enterprice-monthly-price,"Twitter announces new API pricing, posing a challenge for small developers",Jon Porter,2023-03-30
8,https://www.theverge.com/2023/3/30/23656153/elon-musk-twitter-most-followed-barack-obama,Elon Musk is now the most-followed person on Twitter,Emma Roth,2023-03-30
9,https://www.theverge.com/2023/3/29/23662621/google-bard-chatgpt-sharegpt-training-denies,Google denies Bard was trained with ChatGPT data,Sean Hollister,2023-03-30
10,https://www.theverge.com/2023/3/29/23662548/netflix-iphone-controller-games-code-test,Netflix might let you use an iPhone to control games on your TV,Jay Peters,2023-03-30
11,https://www.theverge.com/23660625/gmail-inbox-unsubscribe-refresh-delete-reject,We need Eternal Sunshine of the Spotless Mind for Gmail,Allison Johnson,2023-03-29
12,https://www.theverge.com/2023/3/29/23662476/microsoft-bing-chatbot-ads-revenue-sharing,Microsofts Bing chatbot is getting more ads,Jay Peters,2023-03-30
13,https://www.theverge.com/2023/3/29/23662435/lenovos-legion-gaming-phones-are-no-more,Lenovos Legion gaming phones are no more.,Sean Hollister,2023-03-29
14,https://www.theverge.com/2023/3/29/23662293/fortnite-battle-royale-player-count-discover,Fortnite now shows how many people are playing Battle Royale  and every other island,Jay Peters,2023-03-29
15,https://www.theverge.com/2023/3/29/23662326/google-fi-iphone-5g-available-ios-16-4,iPhone users on Google Fi can finally use 5G,Mitchell Clark,2023-03-29
16,https://www.theverge.com/2023/3/29/23662367/tiktok-ban-rand-paul-josh-hawley-bytedance-bowman-restrict-act,Sen. Rand Paul becomes latest lawmaker opposing TikTok ban,Makena Kelly,2023-03-29
17,https://www.theverge.com/2023/3/29/23662175/instagram-collaborative-collections-shared-with-friends,Instagram now lets you save posts into collections shared with friends,Emma Roth,2023-03-29
18,https://www.theverge.com/2023/3/29/23662082/microsoft-surface-hub-2s-update-windows-teams-rooms,Microsofts Surface Hub 2S is finally getting an upgrade,Jess Weatherbed,2023-03-29
19,https://www.theverge.com/2023/3/29/23662228/ea-layoffs-workers-employeesrestructuring,EA is laying off 6 percent of its workers,Emma Roth,2023-03-29
20,https://www.theverge.com/2023/3/29/23662274/make-a-list-of-your-23-house-arrest-websites-go,"Make a list of your 23 house-arrest websites, go.",Nilay Patel,2023-03-29
21,https://www.theverge.com/23660204/nintendo-switch-oled-zelda-tears-of-the-kingdom-edition-preorder-release-date-price,Heres where you can preorder Nintendos Zelda-inspired Switch OLED,Sheena Vasani,2023-03-29
22,https://www.theverge.com/23662075/adult-swim-new-time-michael-ouweleen-warner-bros-discovery,Adult Swims starting an hour earlier as Warner Bros. Discovery makes a play for older viewers,Charles Pulliam-Moore,2023-03-29
23,https://www.theverge.com/2023/3/29/23662163/were-getting-closer-to-4g-on-the-moon,Were getting closer to 4G on the Moon.,Jay Peters,2023-03-29
24,https://www.theverge.com/2023/3/29/23661878/seattle-gig-workers-paid-sick-time-uber-eats-doordash,Seattles new law gives gig workers paid sick time off,Mitchell Clark,2023-03-29
25,https://www.theverge.com/2023/3/29/23662011/yes-network-direct-subscription-yankees-games-cable,YES Networks new subscription will let you watch Yankees games without cable,Jay Peters,2023-03-29
26,https://www.theverge.com/2023/3/29/23661917/logitech-zone-learn-school-children-headset-kids-usb,"Finally, a Logitech name-brand headset for little school kids",Sean Hollister,2023-03-29
27,https://www.theverge.com/2023/3/29/23661684/master-detective-archives-rain-code-nintendo-switch-kazutaka-kodaka-interview,Danganronpas creator wants to make detective games more approachable,Andrew Webster,2023-03-29
28,https://www.theverge.com/23661842/adult-swim-unicorn-warriors-eternal,Unicorn: Warriors Eternal looks like Genndy Tartakovskys most epic series yet,Charles Pulliam-Moore,2023-03-29
29,https://www.theverge.com/2023/3/29/23637956/apple-wwdc-2023-event-date-vr-headset-mac-pro,Apples WWDC 2023 kicks off on June 5th,Mitchell Clark,2023-03-29
30,https://www.theverge.com/2023/3/29/23661939/today-on-the-vergecast-its-all-hotline-all-the-time,"Today on The Vergecast, its all Hotline all the time.",David Pierce,2023-03-29
31,https://www.theverge.com/2023/3/29/23661797/forspoken-dlc-in-tanta-we-trust-ps5-luminous-productions,Forspoken is going full Sailor Moon in new story DLC,Ash Parrish,2023-03-29
32,https://www.theverge.com/2023/3/29/23661925/hows-democratizing-finance-going-for-coinbase,Hows democratizing finance going for Coinbase?,Elizabeth Lopatto,2023-03-29
33,https://www.theverge.com/2023/3/29/23661504/tmobile-amazon-alexa-skill-phone-calls-echo,Alexa can now make and receive calls through T-Mobile,Umar Shakir,2023-03-29
34,https://www.theverge.com/2023/3/29/23661628/googles-ads-transparency-hub-information,Googles Ads Transparency hub finally lets you see more about who is behind an ad,Emma Roth,2023-03-29
35,https://www.theverge.com/2023/3/29/23661732/twitter-tweet-replies-fixed,"Twitter replies make sense again  on the web, at least",Jay Peters,2023-03-29
36,https://www.theverge.com/2023/3/29/23661493/zelda-botw-switch-elgato-stream-deck-ipad-pro-studio-display-deal,Get on the Zelda hype train while theres still time  Breath of the Wild is $20 off,Antonio G. Di Benedetto,2023-03-29
37,https://www.theverge.com/c/23639245/tinder-car-heist-catfish-portland-oregon,Taken for a Ride,Ian Frisch,2023-03-21
38,https://www.theverge.com/2023/3/29/23548742/n64-controller-nintendo-switch-restock-deal-sale,The N64 controller for Switch is back in stock at the Nintendo store (update: sold out),Alice Newcome-Beill,2023-03-29
39,https://www.theverge.com/2023/3/29/23661597/becca-3-cinevlog,Becca <3 CineVlog.,Becca Farsace,2023-03-29
40,https://www.theverge.com/23661537/asteroid-city-trailer-wes-anderson,Asteroid Citys first trailer is the most Wes Anderson thing youll see today,Charles Pulliam-Moore,2023-03-29
41,https://www.theverge.com/2023/3/29/23661623/eyecandy-is-a-such-a-cool-site,Eyecandy is a such a cool site.,Nilay Patel,2023-03-29
42,https://www.theverge.com/23660621/sony-alpha-zve1-mirrorless-camera-announcement-specs-price-video-review,Sonys new ZV-E1 camera is designed to help your vlogs suck less,Antonio G. Di Benedetto,2023-03-29
43,https://www.theverge.com/2023/3/29/23661463/quality-never-goes-out-of-style-but-tact-might,Quality never goes out of style. But tact might.,Jess Weatherbed,2023-03-29
44,https://www.theverge.com/2023/3/29/23661377/insta360-flow-smartphone-gimbal-selfie-stick-tripod-stabilization-tracking,The Insta360 Flow is a phone gimbal with all the trimmings,Jon Porter,2023-03-29
45,https://www.theverge.com/23660400/oura-ring-covid-19-illness-detection-biometrics-heart-rate-sleep,Oura study shows covid-19 can impact your biometrics for weeks after infection,Victoria Song,2023-03-29
46,https://www.theverge.com/2023/3/29/23661939/today-on-the-vergecast-its-all-hotline-all-the-time,"Today on The Vergecast, its all Hotline all the time.",David Pierce,2023-03-29
47,https://www.theverge.com/23658648/mastodon-ceo-twitter-interview-elon-musk-twitter,Can Mastodon seize the moment from Twitter?,Nilay Patel,2023-03-28
48,https://www.theverge.com/2023/3/24/23654906/the-vergecast-goes-to-washington,The Vergecast goes to Washington.,David Pierce,2023-03-24
49,https://www.theverge.com/23651323/new-york-times-ceo-meredith-kopit-levien-wordle-the-athletic-sports-cooking,"How to play the long game, with New York Times CEO Meredith Kopit Levien",Nilay Patel,2023-03-23
50,https://www.theverge.com/2023/3/22/23651752/today-on-the-vergecast-ipad-feelings-hiking-gear-and-the-future-of-broadcast-tv,"Today on The Vergecast: iPad feelings, hiking gear, and the future of broadcast TV.",David Pierce,2023-03-22
51,https://www.theverge.com/2023/3/28/23659492/fortnite-creator-economy-2-0-epic-games-catch,Fortnites generous new creator economy has an Epic catch,Jay Peters,2023-03-28
52,https://www.theverge.com/2023/3/28/23660101/ai-competition-ftc-doj-lina-khan-jonathan-kanter-antitrust-summit,The US government is gearing up for an AI antitrust fight,Adi Robertson,2023-03-28
53,https://www.theverge.com/2023/3/27/23658863/arc-browser-iphone-ios-companion-app-mac,"Arc is coming to iPhone, but it wont replace Safari yet, says CEO",Mitchell Clark,2023-03-27
54,https://www.theverge.com/2023/3/30/23662873/roku-layoffs-2023-200-employees,Roku is laying off another six percent of its workforce,Jon Porter,2023-03-30
55,https://www.theverge.com/2023/3/30/23662832/twitter-api-tiers-free-bot-novelty-accounts-basic-enterprice-monthly-price,"Twitter announces new API pricing, posing a challenge for small developers",Jon Porter,2023-03-30
56,https://www.theverge.com/23660621/sony-alpha-zve1-mirrorless-camera-announcement-specs-price-video-review,Sonys new ZV-E1 camera is designed to help your vlogs suck less,Antonio G. Di Benedetto,2023-03-29
57,https://www.theverge.com/23656561/sonos-era-100-speaker-review-features,Sonos Era 100 review: the new default smart speaker,Chris Welch,2023-03-27
58,https://www.theverge.com/23654936/aqara-g4-video-doorbell-review,Aqara Video Doorbell G4 review: this battery-powered buzzer needs to go back to basics,Jennifer Pattison Tuohy,2023-03-27
59,https://www.theverge.com/23657335/sonos-era-300-review-spatial-audio-atmos-speaker,Sonos Era 300 review: too ahead of its time,Chris Welch,2023-03-27
60,https://www.theverge.com/23652417/amazfit-band-7-review-budget-fitness-tracker,Amazfit Band 7 review: where did all the budget trackers go?,Victoria Song,2023-03-25
61,https://www.theverge.com/2023/3/29/23660577/google-search-heat-alerts,Google plans to share heat alerts in search,Justine Calma,2023-03-29
62,https://www.theverge.com/2023/3/28/23658646/nasa-venus-funding-scientist-reaction-volcano-veritas,Scientists erupt at NASA gutting funding for crucial Venus mission,Georgina Torbet,2023-03-28
63,https://www.theverge.com/2023/3/27/23658352/ev-battery-deep-sea-mining,The race for more battery materials could cause irreversible damage under the sea,Justine Calma,2023-03-27
64,https://www.theverge.com/23658631/kitchen-cooking-coffee-gadgets-favorite-tech,The Verges 13 favorite kitchen tools,Verge Staff,2023-03-29
65,https://www.theverge.com/23660400/oura-ring-covid-19-illness-detection-biometrics-heart-rate-sleep,Oura study shows covid-19 can impact your biometrics for weeks after infection,Victoria Song,2023-03-29
66,https://www.theverge.com/2023/3/29/23661431/wikipedia-wikimedia-sound-logo,Prepare your ears for Wikipedias sound of all human knowledge,Jon Porter,2023-03-29
67,https://www.theverge.com/2023/3/28/23660573/npr-layoff-podcast-adnan-syed-serial-apple-update-slate-youtube-amy-poehler,NPR prioritizes radio over podcasts with steep cuts,Ariel Shapiro,2023-03-28
68,https://www.theverge.com/2023/3/28/23660473/substack-retail-investors-revenue-profit,How much money do we think Substack lost last year?,Elizabeth Lopatto,2023-03-28
69,https://www.theverge.com/2023/3/29/23662367/tiktok-ban-rand-paul-josh-hawley-bytedance-bowman-restrict-act,Sen. Rand Paul becomes latest lawmaker opposing TikTok ban,Makena Kelly,2023-03-29
70,https://www.theverge.com/2023/3/29/23662175/instagram-collaborative-collections-shared-with-friends,Instagram now lets you save posts into collections shared with friends,Emma Roth,2023-03-29
71,https://www.theverge.com/23660809/wordle-new-york-times-interview-zoe-bell-gdc-2023,How Wordle lives on at The New York Times,Shannon Liao,2023-03-29
72,https://www.theverge.com/2023/3/29/23661352/last-of-us-part-i-pc-launch-bugs-issues,The Last of Us on PC is a rare disappointing PlayStation port at launch,Tom Warren,2023-03-29
73,https://www.theverge.com/2023/3/30/23662873/roku-layoffs-2023-200-employees,Roku is laying off another six percent of its workforce,Jon Porter,2023-03-30
74,https://www.theverge.com/2023/3/30/23660187/marshall-zound-merger-acquisition-bluetooth-headphones-speakers-amps,"Marshall, the iconic amp manufacturer, is being acquired by Marshall speaker maker Zound",Jon Porter,2023-03-30
75,https://www.theverge.com/23613289/best-games-movie-tv-entertainment-2023,The best entertainment of 2023,Andrew Webster,2023-03-17
76,https://www.theverge.com/2023/3/28/23659191/amazon-sidewalk-network-coverage,Amazon just opened up its Sidewalk network for anyone to build connected gadgets on,Jennifer Pattison Tuohy,2023-03-28
77,https://www.theverge.com/2023/3/29/23661374/elon-musk-ai-researchers-pause-research-open-letter,Elon Musk and top AI researchers call for pause on giant AI experiments,James Vincent,2023-03-29
78,https://www.theverge.com/23658631/kitchen-cooking-coffee-gadgets-favorite-tech,The Verges 13 favorite kitchen tools,Verge Staff,2023-03-29
79,https://www.theverge.com/2023/3/28/23659868/amazon-returns-warning-product-reviews-tag-feature,Amazon starts flagging frequently returned products that you maybe shouldnt buy,Jess Weatherbed,2023-03-28
80,https://www.theverge.com/23660625/gmail-inbox-unsubscribe-refresh-delete-reject,We need Eternal Sunshine of the Spotless Mind for Gmail,Allison Johnson,2023-03-29
